signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000283"	"MVDM-HOST-ONE1-BINDING-009685"	"MVDM-HOST-ONE1-RESOLUTION-005598"	"MVDM-HOST-ONE1-005905"	"GetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|182|GetFileAttributesOem"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000284"	"MVDM-HOST-ONE1-BINDING-009686"	"MVDM-HOST-ONE1-RESOLUTION-005599"	"MVDM-HOST-ONE1-005906"	"SetFileAttributesOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/file.c|a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df|141|SetFileAttributesOem"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000285"	"MVDM-HOST-ONE1-BINDING-009780"	"MVDM-HOST-ONE1-RESOLUTION-005635"	"MVDM-HOST-ONE1-005942"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000286"	"MVDM-HOST-ONE1-BINDING-009782"	"MVDM-HOST-ONE1-RESOLUTION-005637"	"MVDM-HOST-ONE1-005944"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000287"	"MVDM-HOST-ONE1-BINDING-010033"	"MVDM-HOST-ONE1-RESOLUTION-006193"	"MVDM-HOST-ONE1-006500"	"RegisterWowBaseHandlers"	"O:\repos.external\OpenNT|base/win32/client/gmem.c|4c75fe3f2c010d5af3e9ce4b7af4991020831ef2a8fd30bbd4b4b5af4c925d09|31|RegisterWowBaseHandlers"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000288"	"MVDM-HOST-ONE1-BINDING-010039"	"MVDM-HOST-ONE1-RESOLUTION-006200"	"MVDM-HOST-ONE1-006507"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000289"	"MVDM-HOST-ONE1-BINDING-010050"	"MVDM-HOST-ONE1-RESOLUTION-006204"	"MVDM-HOST-ONE1-006511"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000290"	"MVDM-HOST-ONE1-BINDING-010066"	"MVDM-HOST-ONE1-RESOLUTION-006223"	"MVDM-HOST-ONE1-006530"	"RegisterWowBaseHandlers"	"O:\repos.external\OpenNT|base/win32/client/gmem.c|4c75fe3f2c010d5af3e9ce4b7af4991020831ef2a8fd30bbd4b4b5af4c925d09|31|RegisterWowBaseHandlers"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000291"	"MVDM-HOST-ONE1-BINDING-010099"	"MVDM-HOST-ONE1-RESOLUTION-006265"	"MVDM-HOST-ONE1-006576"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"6"	"3;3;3;3"	"4"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000292"	"MVDM-HOST-ONE1-BINDING-010100"	"MVDM-HOST-ONE1-RESOLUTION-006266"	"MVDM-HOST-ONE1-006577"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"6"	"3;3;3;3"	"4"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000293"	"MVDM-HOST-ONE1-BINDING-010101"	"MVDM-HOST-ONE1-RESOLUTION-006267"	"MVDM-HOST-ONE1-006578"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"5"	"3;3;3;3"	"4"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000294"	"MVDM-HOST-ONE1-BINDING-010105"	"MVDM-HOST-ONE1-RESOLUTION-006272"	"MVDM-HOST-ONE1-006583"	"CsrIdentifyAlertableThread"	"O:\repos.external\OpenNT|base/ntdll/csrtask.c|09c3b70eb6878e6b56a62a813fe0b06a7bd707ed2ba15137f175c5318739828b|51|CsrIdentifyAlertableThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000295"	"MVDM-HOST-ONE1-BINDING-010109"	"MVDM-HOST-ONE1-RESOLUTION-006278"	"MVDM-HOST-ONE1-006589"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"5"	"3;3;3;3"	"4"	"ifdef:DEBUG"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000296"	"MVDM-HOST-ONE1-BINDING-010119"	"MVDM-HOST-ONE1-RESOLUTION-006284"	"MVDM-HOST-ONE1-006595"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"ifdef:DEBUG"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000297"	"MVDM-HOST-ONE1-BINDING-010144"	"MVDM-HOST-ONE1-RESOLUTION-006308"	"MVDM-HOST-ONE1-006619"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"ifdef:DEBUG"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000298"	"MVDM-HOST-ONE1-BINDING-010153"	"MVDM-HOST-ONE1-RESOLUTION-006311"	"MVDM-HOST-ONE1-006622"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"ifdef:DEBUG"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000299"	"MVDM-HOST-ONE1-BINDING-010168"	"MVDM-HOST-ONE1-RESOLUTION-006323"	"MVDM-HOST-ONE1-006638"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000300"	"MVDM-HOST-ONE1-BINDING-010175"	"MVDM-HOST-ONE1-RESOLUTION-006332"	"MVDM-HOST-ONE1-006647"	"GetFaxDataMapName"	"O:\repos.external\OpenNT|base/mvdm/inc/wowfax.h|97c6c40dc2d0565a21dc1be4112fe24f138b10ddbb55fbd29e55da972a2a2c84|284|GetFaxDataMapName"	"2"	"2;2;2;2"	"2"	"unconditional"	"ifdef:WOWFAX_INC_COMMON_CODE"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000301"	"MVDM-HOST-ONE1-BINDING-010552"	"MVDM-HOST-ONE1-RESOLUTION-006628"	"MVDM-HOST-ONE1-006943"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000302"	"MVDM-HOST-ONE1-BINDING-010553"	"MVDM-HOST-ONE1-RESOLUTION-006630"	"MVDM-HOST-ONE1-006945"	"memcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/memcpy.c|f027e21ead08f51c38cb0f8e3e9070c6ff35d57e7b738996100a726ca59ed641|60|memcpy"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000303"	"MVDM-HOST-ONE1-BINDING-010708"	"MVDM-HOST-ONE1-RESOLUTION-006859"	"MVDM-HOST-ONE1-007178"	"EscapeCommFunction"	"O:\repos.external\OpenNT|base/win32/client/comm.c|031bd3ae1a02e0384d4901ea12ef09917234e9bfd2202f12f24613df495836b7|1283|EscapeCommFunction"	"2"	"0"	"2"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000304"	"MVDM-HOST-ONE1-BINDING-010748"	"MVDM-HOST-ONE1-RESOLUTION-006888"	"MVDM-HOST-ONE1-007207"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000305"	"MVDM-HOST-ONE1-BINDING-010778"	"MVDM-HOST-ONE1-RESOLUTION-006902"	"MVDM-HOST-ONE1-007221"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000306"	"MVDM-HOST-ONE1-BINDING-010897"	"MVDM-HOST-ONE1-RESOLUTION-006965"	"MVDM-HOST-ONE1-007284"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000307"	"MVDM-HOST-ONE1-BINDING-010914"	"MVDM-HOST-ONE1-RESOLUTION-006975"	"MVDM-HOST-ONE1-007294"	"WriteFile"	"O:\repos.external\OpenNT|base/win32/client/filehops.c|25c6a35fcab7e20b8c60956e8706aaeccbc3db198985224e9ba1635beb9a5ad0|405|WriteFile"	"5"	"0"	"5"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000308"	"MVDM-HOST-ONE1-BINDING-011130"	"MVDM-HOST-ONE1-RESOLUTION-007359"	"MVDM-HOST-ONE1-007678"	"SAInitialize"	"O:\repos.external\OpenNT|base/mvdm/suballoc/suballoc.c|b06496e16d551f2bbac37d896b61857c6569eda8c98fb3d26dbf574e594148e0|36|SAInitialize"	"5"	"5;5"	"5"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000309"	"MVDM-HOST-ONE1-BINDING-011131"	"MVDM-HOST-ONE1-RESOLUTION-007360"	"MVDM-HOST-ONE1-007679"	"SAInitialize"	"O:\repos.external\OpenNT|base/mvdm/suballoc/suballoc.c|b06496e16d551f2bbac37d896b61857c6569eda8c98fb3d26dbf574e594148e0|36|SAInitialize"	"5"	"5;5"	"5"	"ifndef:i386"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000310"	"MVDM-HOST-ONE1-BINDING-011132"	"MVDM-HOST-ONE1-RESOLUTION-007365"	"MVDM-HOST-ONE1-007684"	"sas_overwrite_memory"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_aorc.c|7816128fbd968703f2f7b478b0992902f522f9c6853ca166eb69a904cd965061|858|sas_overwrite_memory"	"2"	"2;2"	"2"	"unconditional"	"ifdef:CPU_40_STYLE > if:defined(PROD) && !defined(CCPU)"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
